"team","age","height","weight","gp","pts","reb","ast","net_rating","oreb_pct","dreb_pct","usg_pct","ts_pct","ast_pct"
"PHI","Prime","Tall","Medium","35","Low","Low","Low","Negative","Medium","Medium","Medium","LowEff","Low"
"PHX","Veteran","Medium","Light","32","Low","Low","Low","Average","Low","Medium","Low","LowEff","Medium"
"MIL","Prime","Short","Light","56","Low","Low","Low","Average","Low","Medium","Low","LowEff","High"
"BOS","Prime","Medium","Medium","42","Low","Low","Low","Negative","Medium","Medium","Low","LowEff","Low"
"CLE","Prime","Tall","Medium","81","Medium","Medium","Low","Average","High","Medium","Medium","Solid","Low"
"LAC","Young","Tall","Medium","65","Low","Low","Low","Average","High","Medium","Medium","Solid","Low"
"SAC","Veteran","Tall","Medium","23","Medium","Medium","Medium","Average","Medium","Medium","High","LowEff","Medium"
"BOS","Young","Tall","Medium","76","Low","Low","Low","Average","High","High","Medium","Solid","Low"
"LAC","Young","Tall","Medium","82","Low","Medium","Low","Negative","Medium","High","Low","LowEff","Low"
"CHI","Young","Medium","Medium","21","Low","Low","Low","Positive","Low","Medium","Medium","LowEff","Low"
"ATL","Prime","Medium","Medium","56","Low","Low","Low","Negative","Medium","Medium","Medium","Solid","Low"
"TOR","Young","Tall","Medium","75","Low","Medium","Low","Average","Medium","Medium","Medium","LowEff","Low"
"DEN","Prime","Tall","Medium","71","Low","Low","Low","Average","Medium","High","Low","LowEff","Low"
"DET","Prime","Medium","Light","78","Medium","Low","Medium","Positive","Low","Low","Medium","Solid","High"
"SAS","Veteran","Medium","Light","71","Low","Low","Low","Average","Low","Medium","Medium","Solid","High"
"PHX","Young","Medium","Medium","78","Low","Low","Low","Average","Low","Low","Low","Solid","Low"
"MIA","Young","Medium","Medium","68","Low","Low","Low","Average","Medium","Medium","Medium","LowEff","Medium"
"DEN","Young","Medium","Medium","82","Medium","Medium","Low","Average","Medium","Medium","High","LowEff","Medium"
"CLE","Young","Medium","Medium","75","Medium","High","Low","Average","Medium","High","Medium","Solid","Low"
"UTA","Young","Medium","Light","71","Medium","Low","Medium","Average","Low","Low","Medium","LowEff","High"
"SEA","Prime","Tall","Medium","71","Low","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"GSW","Veteran","Medium","Medium","79","Low","Low","Low","Average","Low","Medium","Low","LowEff","Medium"
"LAL","Veteran","Medium","Medium","72","Low","Low","Low","Average","Low","Medium","Low","Solid","Medium"
"WAS","Veteran","Tall","Medium","48","Low","Low","Low","Negative","Medium","High","Low","LowEff","Medium"
"BOS","Prime","Short","Light","64","Low","Low","Low","Average","Low","Low","Medium","LowEff","Medium"
"HOU","Veteran","Medium","Medium","52","Low","Low","Low","Negative","High","Medium","Low","Solid","Low"
"GSW","Veteran","Tall","Medium","82","Low","Low","Low","Average","Low","Medium","Medium","LowEff","Medium"
"NOH","Veteran","Medium","Light","61","Medium","Low","Low","Average","Low","Low","Medium","LowEff","Medium"
"DET","Prime","Medium","Medium","54","Low","Low","Low","Average","High","Medium","Low","Solid","Low"
"NOH","Veteran","Medium","Light","79","Low","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"DET","Young","Tall","Medium","34","Low","Low","Low","Negative","Medium","High","High","LowEff","Low"
"SAC","Prime","Medium","Medium","73","Low","Low","Low","Positive","High","Medium","Low","Solid","Low"
"POR","Young","Medium","Medium","79","Low","Low","Low","Average","Medium","Medium","Medium","LowEff","Medium"
"DAL","Prime","Medium","Medium","56","Low","Low","Low","Positive","High","High","Low","Elite","Low"
"MIL","Prime","Tall","Medium","54","Low","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"MIL","Prime","Tall","Medium","75","Low","Low","Low","Average","High","High","Low","Solid","Low"
"POR","Prime","Short","Light","82","Medium","Low","Medium","Average","Low","Low","Medium","LowEff","High"
"MIL","Prime","Medium","Light","82","Low","Low","Medium","Average","Low","Low","Low","LowEff","High"
"POR","Veteran","Tall","Medium","76","Low","Low","Low","Average","High","Medium","Low","LowEff","Low"
"CLE","Young","Medium","Light","44","Low","Low","Low","Negative","Low","Low","Medium","LowEff","Medium"
"MEM","Young","Medium","Medium","20","Low","Low","Low","Negative","Medium","Medium","Medium","LowEff","Medium"
"HOU","Prime","Medium","Medium","80","Medium","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"DET","Prime","Medium","Medium","79","Low","Low","Low","Positive","Medium","Medium","Medium","Solid","Low"
"TOR","Veteran","Tall","Medium","62","Low","Low","Low","Average","High","Medium","Low","LowEff","Low"
"LAC","Young","Medium","Medium","73","Medium","Medium","Low","Average","Low","Medium","High","Solid","Medium"
"POR","Prime","Short","Light","43","Low","Low","Low","Negative","Low","Low","Medium","LowEff","Medium"
"NOH","Young","Medium","Medium","71","Low","Low","Low","Negative","High","High","Low","LowEff","Medium"
"SAS","Veteran","Medium","Light","82","Low","Low","Low","Positive","Low","Low","Low","LowEff","Low"
"MIL","Prime","Medium","Medium","56","Low","Medium","Low","Average","Medium","High","Medium","LowEff","Low"
"SEA","Prime","Medium","Medium","71","Low","Low","Medium","Average","Low","Low","Low","Solid","High"
"CHI","Veteran","Medium","Medium","80","Low","Medium","Low","Negative","Medium","High","Low","LowEff","Low"
"PHX","Prime","Medium","Medium","42","Low","Medium","Low","Average","Medium","High","Low","LowEff","Low"
"IND","Prime","Tall","Medium","77","Low","Low","Low","Average","Medium","High","Medium","Solid","Low"
"GSW","Veteran","Short","Light","46","Low","Low","Low","Average","Low","Low","Medium","LowEff","High"
"NOH","Prime","Medium","Medium","67","Medium","Low","Medium","Average","Low","Low","High","LowEff","High"
"DET","Prime","Medium","Medium","81","Low","High","Low","Positive","High","High","Low","LowEff","Low"
"MIA","Veteran","Medium","Light","22","Low","Low","Low","Negative","Low","Low","Low","LowEff","Medium"
"MEM","Veteran","Medium","Medium","82","Low","Low","Low","Positive","Medium","Medium","Low","Solid","Low"
"ATL","Veteran","Medium","Light","80","Low","Low","Low","Average","Medium","Medium","Medium","LowEff","Medium"
"SAC","Veteran","Medium","Light","50","Medium","Low","Low","Average","Medium","Medium","High","Solid","Medium"
"LAC","Young","Medium","Medium","56","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Medium"
"MEM","Prime","Medium","Medium","72","Medium","Low","Low","Average","Low","Medium","High","LowEff","Medium"
"ATL","Young","Medium","Medium","76","Low","Low","Low","Negative","Medium","Medium","Low","LowEff","Medium"
"HOU","Young","Medium","Medium","45","Low","Low","Low","Average","Low","Medium","Low","LowEff","Medium"
"SAC","Prime","Tall","Medium","72","Medium","Medium","Medium","Positive","Medium","High","Low","Solid","Medium"
"NJN","Young","Medium","Light","56","Low","Low","Low","Negative","Low","Low","Medium","LowEff","Low"
"BOS","Young","Medium","Medium","36","Low","Low","Low","Average","High","Medium","Low","LowEff","Low"
"WAS","Young","Tall","Medium","77","Low","Low","Low","Average","High","Medium","Low","Solid","Low"
"SEA","Veteran","Medium","Light","59","Low","Low","Medium","Average","Low","Medium","Low","Elite","High"
"LAL","Young","Medium","Medium","72","Low","Low","Low","Average","Low","Low","Medium","LowEff","Low"
"LAL","Veteran","Medium","Medium","42","Medium","Medium","Low","Positive","Medium","High","Medium","Solid","Medium"
"DAL","Prime","Medium","Medium","82","Medium","Medium","Medium","Average","Medium","Medium","Medium","LowEff","Medium"
"SAC","Veteran","Medium","Medium","75","Low","Low","Low","Average","Low","Low","Low","Solid","Medium"
"IND","Prime","Medium","Light","73","Low","Low","Low","Average","Low","Low","Low","LowEff","Medium"
"NJN","Prime","Medium","Medium","69","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Medium"
"MIA","Veteran","Medium","Medium","76","Low","Medium","Low","Average","Medium","Medium","Low","LowEff","Low"
"LAL","Young","Medium","Medium","35","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Low"
"PHI","Veteran","Medium","Medium","75","Low","Low","Low","Average","Low","Medium","Low","Solid","Medium"
"NJN","Veteran","Medium","Medium","72","Low","Low","Low","Average","Medium","Medium","Low","Solid","Medium"
"GSW","Prime","Tall","Medium","44","Low","Low","Low","Negative","High","High","Low","LowEff","Low"
"IND","Young","Medium","Medium","79","Medium","Medium","Low","Average","Medium","Medium","Medium","LowEff","Medium"
"NYK","Veteran","Medium","Light","50","Medium","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"ORL","Young","Tall","Medium","20","Low","Low","Low","Negative","Medium","Medium","Low","LowEff","Low"
"PHI","Prime","Short","Light","48","High","Low","Medium","Average","Low","Low","High","LowEff","High"
"TOR","Prime","Medium","Light","56","Low","Low","Medium","Negative","Low","Low","Low","LowEff","Medium"
"PHI","Prime","Tall","Medium","59","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Low"
"PHX","Young","Tall","Medium","55","Medium","Medium","Low","Average","Medium","Medium","High","Solid","Low"
"DEN","Prime","Medium","Light","82","Medium","Low","Medium","Average","Medium","Low","Medium","Solid","High"
"UTA","Young","Medium","Medium","78","Medium","Medium","Low","Average","Medium","Medium","Medium","Solid","Medium"
"ORL","Veteran","Tall","Medium","71","Low","Low","Low","Average","High","Medium","Low","Solid","Low"
"NYK","Veteran","Medium","Medium","76","Low","Low","Low","Average","Low","Medium","Medium","LowEff","Medium"
"SEA","Prime","Medium","Medium","57","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Low"
"DAL","Prime","Medium","Medium","82","Medium","Medium","Low","Positive","High","Medium","Medium","Solid","Low"
"CLE","Young","Medium","Medium","55","Low","Low","Low","Average","Low","Medium","Low","Solid","Medium"
"CLE","Young","Tall","Heavy","56","Low","Low","Low","Average","High","Medium","Low","LowEff","Low"
"NYK","Young","Medium","Light","21","Low","Low","Low","Negative","Low","Medium","Medium","LowEff","Low"
"NJN","Prime","Tall","Medium","78","Low","Low","Low","Positive","Medium","Medium","Low","LowEff","Medium"
"ATL","Prime","Tall","Medium","20","Low","Medium","Low","Average","Medium","Medium","Medium","Solid","Low"
"WAS","Young","Medium","Medium","70","Low","Low","Low","Negative","Low","Medium","Medium","LowEff","Low"
"UTA","Prime","Tall","Medium","81","Low","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"WAS","Young","Tall","Medium","82","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Low"
"CHI","Young","Medium","Light","31","Low","Low","Low","Negative","Low","Low","Medium","LowEff","High"
"MEM","Prime","Medium","Medium","82","Medium","Low","Low","Average","Low","Medium","Medium","Elite","Low"
"CHI","Young","Medium","Light","80","Medium","Low","Medium","Negative","Low","Low","High","LowEff","High"
"IND","Prime","Medium","Light","52","Low","Low","Medium","Positive","Low","Low","Low","Solid","High"
"NOH","Prime","Tall","Medium","82","Medium","Medium","Low","Average","High","High","Medium","Solid","Low"
"TOR","Veteran","Medium","Medium","66","Medium","Low","Medium","Average","Low","Medium","Medium","LowEff","Medium"
"PHX","Prime","Tall","Medium","66","Low","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"MEM","Prime","Tall","Heavy","40","Low","Low","Low","Average","Medium","High","Low","Solid","Low"
"PHX","Prime","Medium","Heavy","62","Low","Low","Low","Negative","High","High","Low","Solid","Low"
"ATL","Prime","Medium","Light","71","Low","Low","Low","Negative","Low","Low","Low","LowEff","High"
"SAC","Prime","Tall","Medium","31","Low","Low","Low","Negative","Medium","Medium","Medium","LowEff","Medium"
"GSW","Young","Medium","Light","36","Low","Low","Low","Negative","Low","Low","Medium","LowEff","Medium"
"CLE","Prime","Medium","Medium","64","Low","Low","Low","Average","Medium","Low","Low","LowEff","Low"
"SAS","Prime","Medium","Light","53","Low","Low","Low","Positive","Low","Medium","Low","LowEff","Medium"
"CLE","Young","Medium","Medium","41","Low","Low","Low","Negative","Low","Low","Low","LowEff","Low"
"NJN","Veteran","Medium","Medium","67","Medium","Medium","High","Positive","Low","Medium","Medium","LowEff","High"
"GSW","Young","Medium","Medium","78","Medium","Medium","Low","Average","Low","Medium","High","LowEff","Medium"
"WAS","Prime","Medium","Light","71","Low","Low","Low","Negative","Low","Low","Medium","LowEff","Medium"
"DAL","Young","Medium","Medium","67","Low","Medium","Low","Positive","High","Medium","Medium","LowEff","Low"
"IND","Young","Tall","Medium","21","Low","Low","Low","Average","Low","Medium","High","Solid","Low"
"MIA","Prime","Medium","Medium","37","Low","Low","Low","Negative","Low","Medium","Medium","LowEff","Low"
"PHI","Young","Medium","Medium","77","Low","Low","Low","Average","Low","Medium","Low","LowEff","Medium"
"MIL","Prime","Tall","Medium","76","Low","Medium","Low","Average","High","High","Low","LowEff","Low"
"PHX","Young","Medium","Medium","82","Medium","Low","Medium","Average","Low","Medium","Medium","LowEff","Medium"
"BOS","Young","Medium","Medium","81","Low","Low","Low","Average","Low","Medium","Low","Solid","Medium"
"HOU","Veteran","Medium","Medium","80","Medium","Medium","Low","Average","Low","Medium","Low","Solid","Medium"
"CHI","Veteran","Medium","Medium","68","Low","Medium","Low","Negative","High","High","Low","Solid","Low"
"TOR","Prime","Tall","Medium","35","Low","Low","Low","Average","High","Medium","Low","LowEff","Low"
"SEA","Prime","Tall","Medium","65","Low","Low","Low","Average","Medium","Medium","Medium","Solid","Low"
"IND","Prime","Tall","Medium","78","Medium","Medium","Low","Positive","Medium","High","High","LowEff","Medium"
"CLE","Prime","Medium","Light","70","Low","Low","Medium","Average","Low","Low","Low","LowEff","High"
"IND","Prime","Tall","Medium","82","Low","Medium","Low","Positive","High","High","Low","Solid","Low"
"MEM","Prime","Medium","Light","72","Low","Low","Medium","Average","Low","Low","Medium","LowEff","High"
"ATL","Prime","Medium","Light","81","Medium","Low","Medium","Average","Low","Medium","Medium","LowEff","High"
"WAS","Prime","Medium","Medium","26","Medium","Low","Medium","Negative","Low","Medium","High","LowEff","Medium"
"ORL","Young","Medium","Medium","80","Low","Low","Low","Negative","Low","Medium","Medium","LowEff","Medium"
"PHX","Veteran","Medium","Light","67","Low","Low","Medium","Negative","Low","Low","Medium","LowEff","High"
"MIA","Veteran","Medium","Light","81","Medium","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"LAC","Prime","Medium","Light","60","Low","Low","Low","Negative","Low","Medium","Medium","LowEff","Medium"
"POR","Prime","Short","Light","22","Low","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"MEM","Prime","Medium","Light","81","Low","Low","Medium","Positive","Low","Low","Medium","LowEff","High"
"DEN","Prime","Short","Light","82","Low","Low","Low","Average","Low","Low","Medium","LowEff","High"
"MIA","Young","Medium","Medium","61","Medium","Low","Medium","Average","Low","Low","Medium","Solid","Medium"
"ORL","Young","Tall","Medium","79","Low","Medium","Low","Negative","Medium","Medium","Medium","LowEff","Low"
"LAC","Veteran","Medium","Light","61","Low","Low","Low","Negative","Low","Low","Low","LowEff","Medium"
"SAC","Veteran","Medium","Medium","82","Low","Low","Medium","Positive","Low","Medium","Low","Solid","Medium"
"TOR","Veteran","Medium","Medium","82","Medium","Medium","Low","Average","Medium","High","Medium","Solid","Low"
"PHX","Young","Medium","Medium","60","Low","Low","Low","Negative","Medium","Medium","Low","LowEff","Low"
"DAL","Prime","Tall","Medium","77","Medium","Medium","Low","Positive","Low","High","Medium","Solid","Medium"
"TOR","Prime","Medium","Medium","69","Low","Low","Low","Average","Low","Medium","Medium","LowEff","Medium"
"NYK","Veteran","Tall","Medium","65","Low","Medium","Low","Average","High","High","Low","Solid","Low"
